department,evaluate_time,introduce,link,name
医药卫生学部,1901,    沈渔邨（女）（1924.01.06- ）精神病学专家。浙江省杭州市人。1951年毕业于北京大学医学院，1955年原苏联医学科学院获副博士学位。北京大学精神卫生研究所名誉所长、教授。     长期致力于探索精神病防治方法，首创并建立农村精神病家庭社区防治模式。上世纪60年代建立我国最早的精神病生化实验室，研究精神分裂症、抑郁症和电针治疗等生化机理；80年代指导多种精神药物开发，开展药代动力学研究；90年代开展分子遗传学研究，发现不同民族酒瘾者，除ALDH多态外，还有ADH多态不同类型。发表论文170余篇，被SCI收录19篇。主编大型参考书《精神病学》第一、二、三、四、五版，先后获卫生部优秀教材奖、国家新闻出版署优秀科技图书二等奖和卫生部杰出科技著作科技进步二等奖。1986年被挪威科学文学院授予国外院士称号。2013年9月荣获北京大学第三届蔡元培奖。2013年12月获北京大学2013年度国华杰出学者奖。     1997年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/62230205.html,沈渔邨
医药卫生学部,1901,    邱蔚六（1932.10.13- ） 口腔颌面外科学专家。四川成都人。1955年毕业于四川医学院（现四川大学华西口腔医学院）。曾任上海交通大学医学院（原第二医科大学）口腔医学系主任、口腔医学院院长、附属第九人民医院院长等职。现为上海市临床口腔医学中心名誉主任，上海交通大学荣誉讲席教授，博士生导师。     邱蔚六教授从事医教研工作60余年，擅长颌面部肿瘤与整复外科。是我国口腔颌面外科、头颈肿瘤外科以及口腔颌面修复重建外科的开拓者之一。曾获国家发明奖、科技进步奖3项；36次获部市级一、二、三等科技进步奖和“何梁何利科技进步奖”。主编专著10余本，协编20余本；在国内外杂志上发表论文400多篇。全国优秀教师、全国卫生先进工作者、上海市劳动模范、上海市科教系统伯乐奖，2009年获中国口腔颌面外科华佗奖及由国际口腔颌面外科医师学会颁发的最高奖项，杰出会士奖（Distinguished Fellow Award）。2010年国际牙医学院也授予他该院最高荣誉——大师（Master）称号。     2001年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/84910678.html,邱蔚六
医药卫生学部,1994,    秦伯益（1932.11.06- ）药理学家。江苏省无锡市人。1955年毕业于上海第一医学院本科，1959年获苏联医学副博士学位。曾任军事医学科学院院长，该院毒物药物研究所研究员。2005年5月退休。参加过研究火箭推进剂和除莠剂等毒性，主持研究成功神经性毒剂预防片（85号），获军队科技进步奖一等奖和国家科技进步奖二等奖；主持研制的盐酸二氢埃托啡，是我国研制成功并获批准生产的第一个麻醉性镇痛药，获国家科技进步奖二等奖；进行了华南马尾杉活性单体新药福定碱的药理研究，发现其选择性真性胆碱酯酶抑制作用，获国家发明奖二等奖。主持“八五”国家科技攻关专题阿片类戒毒药物的研究，研制成防复吸药国产纳曲酮。2000年获军队科技进步奖二等奖。1998年荣获总后勤部科学技术“一代名师”称号。主编《新药评价概论》（1989年初版，1998年再版）。著有《漫说科教》（2004年）、《美兮  九州景》（2009年初版，2011年再版）、《壮哉  中华魂》（2012年）、《百年纠结》（2016年）。     1994年当选为中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/78869778.html,秦伯益
医药卫生学部,1996,"    彭司勋（1919.7.28- ）药物化学专家。湖南省保靖市人。土家族。1950年美国哥伦比亚大学药学硕士。1996年2月当选为中国工程院院士。现任中国药科大学教授、博导，药物化学国家重点学科学术带头人，学位评定委员会主席，中南大学名誉教授。曾任国务院学位委员会一、二届学科评议组成员、药学组召集人 , 国家新药研究与开发领导协调小组顾问，全国高等医药院校药学类教材评审委员会主仔委员。长期从事教学和科研工作，是我国制药化学、药物化学专业早期创建人之一。主编教材和专著5部，其中《药物化学》〈 1988 年版 )评为国家优秀教材，发表论文 150 余篇，培养博、硕研究生50 余名。倡导利用中草药有效成份为先导物，结合定量构效关系及计算机辅助药物设计，设计合成新化合物的思路。主要研究方向是心脑血管药物，重点为作用于钙、饵离子通道的化合物。领导的研究小组对异唾琳类化合物的合成和心血管活性进行了系统研究，发现多种具有开发前景的心血管活性物质，其中化合物 86017具有心律失常作用己完成临床前研究，并申请国内外专利。研究成果获部省级科技进步二等奖3项。1999年获何梁何利科技进行奖，同年评为江苏省优秀学科带头人。八届全国政协常委，七届江苏省政协副主席。     1996年当选为中国工程院院士",http://www.cae.cn/cae/html/main/colys/31964999.html,彭司勋
医药卫生学部,1901,    卢世璧（1930.07.08- ）骨科专家。湖北省宜昌市人。1956年毕业于中国协和医学院。现任中国人民解放军骨科研究所所长，中国人民解放军总医院主任医师、教授。     在国内首先开展了人工关节的系列研究和临床应用。首先开展了火器性神经损伤自体神经束间移植术及周围神经再生趋化性研究。研制了化学去细胞神经移植并应用在临床，取得满意效果。首创脊髓后根切断对不同方法修复神经后，神经错接率的定量观察。首创形状记忆合金棒治疗脊柱侧弯；第一个研制成功国产CPM机。首先采用微波热疗治疗骨肿瘤。首先利用引导性组织再生概念进行长骨再生实验研究；国内最先建立冷冻干燥骨库。在再生医学方面，研制成功以软骨细胞外基质（ECM）为材料及结构仿生的支架，复合种子细胞修复软骨已成功应用给临床效果满意。先后获得国家、军队科技进步二等奖以上奖励22项。2008年被评为一代名师，全国抗震救优秀共产党员，全国抗震救灾模范，2010年1月被中央军委授予模范医学专家荣誉称号。发表论文380余篇，编著专著17部。     1996年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/96402110.html,卢世璧
医药卫生学部,1901,    陆道培（1931.10.30- ）血液病学专家。浙江省宁波市人。汉族，农工民主党党员，中共党员。1955年毕业于同济医学院（现华中科技大学同济医学院），后分配至原北京中央人民医院（今北京大学人民医院）内科，1957年起主要从事血液病临床和实验研究。1981年起任北京大学血液病研究所所长，1984年起任北京大学人民医院内科主任教授、北京大学血液病国家重点学科带头人（首席专家），现为北京大学与复旦大学等国内外多所大学的名誉教授或兼职教授。陆道培院士是中国卫生部第一届血液质量委员会主任，卫生部聘请的医疗损害责任鉴定的唯一的血液病专家。自1984年至2005年担任中华医学会副会长，随后任中华医学会常务理事、我国医学名词审定工作委员会主任、中华医学会血液学分会主任及名誉主任委员、造血干细胞学组名誉主任、中国抗癌协会血液肿瘤专业委员会主任委员，一直担任中华骨髓库专家委员会主任委员，是跨越两岸三地中华造血干细胞协作组（CSBMT，Chinese Society of BMT）的发起人与领先人。     陆道培院士是我国造血干细胞移植的奠基人与不断推动者，包括HLA半相同移植，促进了造血干细胞移植事业在我国的迅速发展。并且首先证明硫化砷类药物对急性早幼粒细胞白血病有卓效；在国际上进行了首例异基因骨髓移植治愈无丙种球蛋白血症。已发表文章420余篇/部论著，包括主编《白血病治疗学》等4部专著，参与编写19部著作。2002年当选亚洲血液学会（AHA）副主席，并被国际血液学会（ISH）推举为第11届国际血液学会（ISH-APD）2007年大会主席。曾荣获国家科学技术进步二等奖、中华医学会科技进步二等奖、北京市科技进步一等奖等多项重大奖励，还曾荣获何梁何利奖和陈嘉庚奖。并将荣获国际骨髓移植研究中心（CIBMTR）授予的2016年杰出的贡献与服务奖，是我国目前唯一的荣获此奖者。     1996年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/40260280.html,陆道培
医药卫生学部,1901,    刘玉清（1923.03.14- ）放射-医学影像学专家。天津宁河人。1948年毕业于原国立沈阳医学院医本科，获学士学位，1951年北京协和医学院研究生毕业。现任中国医学科学院阜外心血管病医院、国家心脏病研究中心主任医师、教授。我国心血管放射影像学主要创建人。自上世纪50年代以来，在支气管造影、肺脓肿、食管癌、心血管造影、心肌病、主动脉疾患、先心病、肺心病、冠心病的放射诊断研究，以及近年对数字减影血管造影和心脏大血管磁共振成像等新技术应用研究中业绩卓著，属于国内领先地位。在心血管放射-影像学研究领域，获8项科技成果奖，其中大动脉炎的研究属国际先进水平。为推动我国放射学和医学影像学事业的发展做出了重要贡献。发表学术论文300余篇，编著出版放射影像学专著8部、参编17部。     1994年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/06435172.html,刘玉清
医药卫生学部,1901,    刘耀（1937.11.23- ）法医毒物分析学家。山西忻州河曲人。1963年毕业于内蒙古大学。西安交通大学医学院法医系教授、博士生导师，《中国法医学杂志》主编，《刑事技术》杂志主编。曾任公安部物证鉴定中心主任、中国人民公安大学副校长、印-太地区法庭科学会理事长。     从事法医毒物分析工作50年，主持并参加完成了20项重大科研项目，应用效果显著。筹建并发展了我国刑事技术标准化工作；筹建了公安部物证鉴定中心；参与制定75、85、95和10年刑事技术发展规划；主持行业标准和一些部门技术法规的制定；主编《中国法医学杂志》；长期担任印-太地区法庭科学会副理事长；是世界毒物学会会员和中国地区代表；促成联合禁毒署培训合作，举办了15期麻醉药品检验技术培训班；1997年曾任中国法医学会理事长。     从事法庭科学技术工作50年来，在科研、案件鉴定和技术管理方面做出了很大成就和突出贡献。学风道德正派，是我国法庭科学技术事业承前启后的优秀代表。主持并参加完成了20项国家级和省部级重大科研项目。获国家科技进步二等奖2项、三等奖2项，部级科学技术一等奖2项、二等奖4项、三等奖3项、四等奖1项，国家科技大会奖1项。解决了一大批疑难案件物证鉴定的难题，为国家和群众挽回了重大损失。1997年被人事部、国家教委评为优秀留学回国人员；泛美法庭科学会授予“对中国和世界法庭科学做出突出贡献奖”。     2001年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/34985963.html,刘耀
医药卫生学部,1901,    李连达（1934.07.24- ）中药药理学专家。出生于辽宁省沈阳市。1956年毕业于北京医学院，曾任中国中医研究院西苑医院基础室主任、研究员，中国中西医结合学会基础委员会副主任。现任中国中医科学院西苑医院研究员及中国中医科学院首席研究员。     一、首次建立我国中药药效学评价标准及技术规范，得到学术界公认及官方认可，并在全国推广应用。建立一些新的动物模型和试验方法，成为全国应用的标准方法，使中药研究与新药审评走上标准化、规范化及现代化新的发展阶段。为推动中药药理学的学科发展及中医药研究的科技进步，做出了积极的贡献。     二、揭示“血瘀证”科学内涵，阐明“活血化瘀”治疗的基本规律与作用机理。提高疗效、扩大适应症，自主或合作研制了冠心Ⅱ号等新药，为继承发扬中医药学、推动中西医结合及中医药现代化起到带头作用，在国内外掀起活血化瘀研究的新高潮，促进了中医事业的发展。已获得国家科技进步奖一等奖。     三、首创“中药与自体骨髓干细胞经心导管移植治疗冠心病”新疗法，解决了供体困难、排异反应、开胸手术风险、费用昂贵及伦理道德等难题。方法简便、安全有效、易于推广，为冠心病治疗开拓了新领域，为干细胞移植建立了新途径、新方法。已获得中华医药学会科学技术一等奖。     五十九年来坚持不懈的努力，献身于中医药事业，在继承的基础上，不断发展、勇于创新，在中医理论、中药研究、新药研制及推动学科发展等方面做出了应有的贡献。     2003年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/34993383.html,李连达
医药卫生学部,1901,    黎介寿（1924.10.11- ）普通外科专家，医学教育家。湖南省长沙市浏阳市人。1949年毕业于国立中正医学院，获学士学位。现任南京军区南京总医院副院长、南京大学临床学院副院长、解放军普通外科研究所所长、国家军队江苏省重点学科（实验室）负责人，主任医师、教授，博士生导师。曾任解放军医学科学委员会副主任委员，国际外科学会会员等。     长期致力于肠功能障碍的研究，尤其对肠外瘘、小肠移植、临床营养支持治疗、短肠综合症、重症急性胰腺炎、肠黏膜屏障功能的研究与损伤维护、损伤控制性外科概念的研究与推广等方面有丰富治疗经验与卓越效果。     发表学术论文600余篇，担任13卷巨著《手术学全集》总主编，主编《肠外瘘》、《临床肠外及肠内营养支持》、《围手术期处理》等专著10部。以第一完成人，获全国科技大会奖1项、国家科技进步一等奖1项、二等奖2项，军队及省部级医、教、研成果一等奖8项。     荣获“何梁何利奖励基金”医学与药学奖、中国医师奖、中国人民解放军专业技术重大贡献奖等称号10余次。2009年胡锦涛主席签署命令为黎介寿院士记一等功。领导的团队，2011年被南京军区授予“科技创新模范医疗科室”荣誉称号、2012年被中央军委四总部授予“全军科技创新群体”。2013年获“江苏省科学技术突出贡献奖”。2014年国际小行星中心和国际小行星命名委员会命名192178号小行星为“黎介寿星”。     1996年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/50656745.html,黎介寿
医药卫生学部,1901,    胡之璧（女）（1934.11.03- ）中药学、中药生物工程学家。安徽潜山人。1984年毕业于德国图平根大学获理学博士学位，现任上海中医药大学中药研究所名誉所长。曾任上海中医药大学中药研究所所长。     主要从事中药生物技术研究。将近代分子生物学，植物基因工程与细胞工程等高新技术应用于中药研究。在国际上首先培育出转化率最高的洋地黄细胞株，即胡氏细胞株，首先将农杆菌Ri质粒成功地引入几十种中草药基因组中，培育出多种转化器官培养系，有些品种有效成分含量达到了天然中药的几十倍，处于国际领先水平，为克服中药资源紧缺，开创中药生产与研究的新局面，做出了重要贡献。先后承担国家级和上海市级重大研究课题，获得国家、省部级科技奖励多项。     1994年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/03557159.html,胡之璧
医药卫生学部,1994,    胡亚美（女）（生于1923.4.27- ）儿科血液学专家。北京市人。1947年毕业于北京大学医学院。曾任北京儿童医院院长，现任北京儿童医院名誉院长、教授。中华医学会副会长。50年代研究制定了适合我国国情的小儿营养性贫血治疗和预防方案；60年代悉心研究婴儿腹泻的病因，临床和病理生理，制定并推广了合理的输液方案，使该病的病死率由20％下降至1％。70年代末，对组织细胞增生症X、血小板减少性紫癜、各类溶血性贫血，特别是对小儿急性淋巴细胞白血病的诊治进行了研究，取得突破性进展，使五年无病存活率达74.4%，属国际先进水平，挽救了无数危重病儿的生命。至今已有700多例白血病患儿已存活5年以上即治愈了。作为主编之一编著的《实用儿科学》是一部经典的儿科医学大型工具书，获国家科技进步二等奖。     1994年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/93443418.html,胡亚美
医药卫生学部,1901,    侯云德（1929.07.13- ）医学病毒学专家。江苏省常州市人。1955年3月同济医学院医本科毕业。1962年就读于原苏联莫斯科苏联医学科学院病毒学研究所，同时获得副博士和医学博士学位。现任中国疾病预防控制中心病毒病预防控制所院士实验室主任，传染病国家重大专项技术总师，曾任中国工程院副院长。     侯云德同志从事医学病毒学研究已有半个多世纪，在分子病毒学、基因工程干扰素等基因药物的研究和开发以及新发传染病控制等方面具有突出建树，为我国医学分子病毒学、基因工程学科和生物技术的产业化，以及传染病控制方面做出了重要贡献。2009年新型H1N1流感大流行期间，作为联防联控机制专家委员会主任，与全国著名科学家一起，举国体制，协同创新，在人类历史上首次对流感大流行的人为干预获得成功，并获得国际公认。在国内外共发表论文400余篇，主要著作9部。曾荣获国家科技进步一等奖2项，二等奖7项，国家自然科学二等奖2项，国家发明三等奖1项，卫生部科技成果一等奖10项。获国家新药证书7个。曾获何梁何利奖，中国医学科学奖。     1994年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/93593570.html,侯云德
医药卫生学部,1997,    池志强（1924.11.16- ）药理学家。浙江黄岩人。1949年毕业于浙江大学，1959年获原苏联列宁格勒儿科医学院副博士学位。中国科学院上海药物研究所研究员。他领导的实验室是我国分子药理学受体研究的主要单位。在国内领先开展阿片受体及其亚型高选择性配体研究，并取得显著成绩。独创设计的研究成果－阿片μ受体高选择性激动剂羟甲基芬太尼是国际承认为最好的μ受体激动剂之一，此项成果获得国家自然科学奖二等奖。最近，对羟甲基芬太尼的几个立体异构体合成并比较了它们的镇痛、μ受体亲和力、选择性差异、对动物产生机体及精神依赖，发现其异构体F9209、F9204为当前μ受体选择性最高激动剂。获上海市科技进步二等奖。在阿片受体的分离纯化方面也取得较大进展，是国际上纯化成功的少数单位之一。     1997年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/75485164.html,池志强
医药卫生学部,1901,    陈亚珠，（女）（1936.07.23- ）高电压技术与生物医学工程专家。浙江宁波人。1962年毕业于上海交通大学电机系。现任上海交通大学讲席教授、上海交通大学生物医学工程学院名誉院长。我国生物医学工程领域及大型医疗器械研制的先驱和开拓者之一。     1962年毕业于上海交通大学电机系，高电压技术专业。从事高等教育和科学研究工作五十余年。早期在过电压防雷保护、高电压设备绝缘设计、静电场数值计算等领域成绩卓著，曾多次获国家级和省部级科技进步奖。八十年代初，她将多学科知识及工程技术融合，应用于无创伤医疗领域，并研制成功的“液电冲击波体外肾结石粉碎机”为泌尿外科史上开创非手术刀的方法，使广大肾结石、尿路结石患者接受无痛无损伤的治疗，临床效果达到98%以上。大面积推广应用，取得了巨大的社会效益和经济效益，1987年获得国家科技进步一等奖等奖。作为自制研发医疗设备至今仍在各大医院临床应用，90%以上肾结石患者得到无创伤治疗。     近二十年来，她致力于物理治疗肿瘤技术的临床研究和应用开发，提出了“绿色”多模式治疗理念，即超声局部热疗和化疗，放疗相结合的多元化治疗模式。国内率先提出相控阵列超声多模式聚焦的新概念，新技术，取得了创新型，前瞻性的研究成果。进一步提升和发展了超声治疗学的理念和方法，得到了国际上的广泛认可。并创建若干个数字化设备产学研的互赢互利平台，多项研究成果已获转化或者正在转化。培育大批硕博士研究生，和高端医疗器械研发的领军人物，授权发明专利近六十余项。国内外发表论文三百余篇。     她虽已经入耄耋之年，仍然倾心对事业的关注和对学生们的热爱和关心。她是受广大师生们爱戴和敬重的长辈、老师和学者。     1996年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/12690033.html,陈亚珠
医药卫生学部,2005,    陈君石（1935.06.15- ）营养与食品安全专家。出生于上海，原籍浙江省杭州市。1956年毕业于北京医学院公共卫生学系，1968年中国医学科学院药理学研究生毕业。曾任中国预防医学科学院营养与食品卫生研究所副所长，现任国家食品安全风险评估中心研究员、总顾问。主要研究和工作领域：食品安全风险评估、标准与信息交流；营养与慢病以及食物营养强化；运动是良医。     陈君石是我国食品毒理学学科的创始人之一，是国内外享有盛誉的营养和食品安全专家。1968-76年从事硒与克山病研究，获1984年施瓦茨国际奖；1983-1993年与康奈尔大学和牛津大学合作开展“中国膳食、生活方式和疾病死亡率关系研究”，专著作为CancerRes. 1992年11期封面，获卫生部科技进步一等奖（第一作者）；1990年在中国开创中国总膳食研究，被世界卫生组织誉为发展中国家开展总膳食研究的典范；1994-98年主持茶叶防癌研究重点项目，人群干预研究达国际领先水平。1998年至今系统研究和推广NaFeEDTA强化酱油预防贫血。2001年作为《十一五》国家重大科技专项《食品安全关键控制技术》专家组组长。2007-2017年代表中国政府任食品添加剂法典委员会（CCFA）主席。2009年开始任第一届国家食品安全风险评估委员会主任；2010年开始任国家食品安全标准审评委员会副主任，兼技术总师；2014年任国务院食品安全委员会专家委员会副主任。     2005年当选为中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/25988768.html,陈君石
医药卫生学部,1901,    陈冀胜（1932.07.15- ）军事医学与药物化学专家。天津市人。1952年毕业于清华大学化学系，解放军防化研究院技术一级、文职特级研究员，曾任国防科委某研究院副所长，防化研究院四所所长、院政治委员、总工程师以及中国化学会、中国毒理学会、中国海洋湖沼学会理事，《中国天然药物》、《应用化学》、及《J. Nat. Toxins》、《J. Med. Chem. Def.》编委、学术顾问等。从事药物化学与药物设计、生物毒素、化学生物学研究。获国家科技进步二等奖2项，全军科技进步一等奖3项，主编《中国有毒植物》、《英汉生命科学词典》、《化学、生物武器与防化装备》、《反化学恐怖对策与技术》，参编《分子药理学》、《海洋生物毒素学》、《Toxin-Related Diseases》等。     1999年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/00994491.html,陈冀胜
医药卫生学部,1999,    陈洪铎（1933.02.18- ）生于浙江绍兴。中共及致公党员，皮肤性病学专家，中国工程院院士。现任中国医科大学教授，卫生部免疫皮肤病学重点实验室主任，教育部免疫皮肤病学重点实验室主任，中华医学会皮肤性病学分会名誉主任委员，国际美容皮肤科学会会长、国际生物医学科学协会副会长、国际皮肤科学会常务理事等职务。     他关于朗格汉斯细胞来源、分布、转换、抗原、功能和病理以及角质形成细胞免疫功能的研究结果已获国际公认。他发现维甲酸能促进紫外线所致皮肤损伤的恢复，已被用于皱纹等光老化性皮肤损伤的修复；证实了绿茶提取物在光免疫防护的作用；发现温热能促使朗格汉斯细胞成熟，已用于跖疣等顽症治疗。从事皮肤性病临床工作50余年，发表论文549篇，其中英文文章202篇；主编参编专著34部，其中在国外出版的专著9部；获得专利7项，其中包括美国专利1项。     他曾获全国五一劳动奖章，”全国杰出专业技术人才”称号，吴阶平医学奖，国家自然科学奖三等奖，卫生部科技进步奖一、二、三等奖，教育部科技进步奖二、三等奖，中华医学科技一等奖，国际皮肤科学会突出贡献奖，国际皮肤科学会联盟表彰奖，世界卫生科学院终身荣誉会员、美国皮肤病学会荣誉会员、美国皮肤科学会国际荣誉会员、研究皮肤病学会荣誉会员、日本皮肤科学会荣誉会员、亚洲皮肤科协会名誉理事等荣誉。     1999年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/90984345.html,陈洪铎
医药卫生学部,1901,    陈灏珠（1924.11.06- ）内科心血管病专家。广东省江门市新会县人。1949年毕业于前国立中正医学院，获学士学位。现任上海市心血管病研究所名誉所长，复旦大学附属中山医院内科教授、博士生导师。曾任上海市心血管病研究所所长，中华医学会心血管病学会副主任委员等职。     在内科领域特别是心血管病的临床方面造诣很深。率先作选择性冠状动脉造影和血管腔内超声检查诊断冠心病；率先用电起搏和电复律治疗快速性心律失常达国际先进；对我国心血管病介入性诊断和治疗技术的发展起了推动作用。率先研究用活血化瘀法治疗冠心病并阐明其原理。在国内外首先应用超大剂量异丙肾上腺素救治奎尼丁引起的致命性快速室性心律失常成功并推广应用。获国家科技进步二等奖2项，全国科学大会重大贡献奖2项，部省级科技进步和教学成果一等奖8项。获2009年度上海市科技功臣奖。主编专著12部，发表论文360余篇。已培养博士52位，硕士24位。     1997年当选中国工程院院士。,http://www.cae.cn/cae/html/main/colys/34319605.html,陈灏珠
医药卫生学部,1901,    周良辅（1941.07.27- ）神经外科学家。福建莆田人。1965年毕业于上海第一医学院（复旦大学上海医学院前身）。1985年在美国明尼苏达大学神经外科任Fellow。神经外科教授，博士研究生导师。现任复旦大学神经外科研究所所长、复旦大学上海医学院华山医院神经外科主任、上海神经外科临床医学中心和上海神经外科急救中心主任、复旦大学学术委员会委员、中华神经外科学会和上海中华神经外科学会荣誉主任委员、世界神经外科学院院士。     已培养博士生和博士后35人，硕士生40人。发表第一作者或通讯作者论文400余篇，SCI收录150余篇，主编专著7本。任美国《NEUROSURGERY》、欧洲《NEUROSURGICAL REVIEW》和日本《NEUROLGIA MEDICO-CHIRURGICA》杂志国际编委。国外多本杂志审稿专家。     获国家科学技术进步奖（1990、1995、2009、2014），省部级一等奖五次，光华医学奖（1997）；上海市医学荣誉奖（1997），上海市科技功臣（2011），华夏医学奖（2013）等奖。获国家有突出贡献中青年专家（1988），全国五一劳动奖章（1996），全国先进工作者（2010）等荣誉称号。曾担任全国政协委员（九、十、十一届）。世界神经外科联盟官方杂志2011年度人物。获2015世界神经外科联盟荣誉奖章和奖状。     2009年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/00290264.html,周良辅
医药卫生学部,1901,    周宏灏（1939.05.29- ）遗传药理学和临床药理学家。湖南长沙人。1962年毕业于武汉医学院医疗系。现任中南大学临床药理研究所和中南大学湘雅医院临床药理研究所所长、中南大学湘雅医学检验所所长、国家卫计委个体化医学检测培训基地主任、国家卫计委个体化医学检测试点单位负责人。     在国际上首次提出和证实药物反应种族差异，并系统研究其发生机制，促进世界各国药政管理和新药开发对种族因素的重视；深入系统研究药物相关基因多态性的功能和机理，率先推向临床个体化药物治疗应用；自上世纪九十年代，在我国首先提出和推动“量体裁衣”个体化药物治疗，创建我国首个个体化用药咨询中心，开发首张个体化用药基因芯片并推向市场，推动我国个体化医学分子检测的规范化和标准化国家管理。在包括《新英格兰医学杂志》在内的国际SCI英文期刊上发表论文380余篇，出版中、英文专著和教材十余部。培养硕博士和博士后230余名，为我国造就了一支遗传药理学和药物基因组学研究和服务的队伍。     2005年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/03292304.html,周宏灏
医药卫生学部,1901,    张志愿（1951.5.2- ）口腔颌面外科学专家，江苏吴江人。1975年毕业于上海第二医学院口腔系，1991年获医学博士学位。中国工程院院士，上海交通大学光启讲席教授，上海交通大学医学院附属第九人民医院主任医师，博士生导师；现任国家级重点学科学科带头人，科技部国家口腔疾病临床医学研究中心主任、上海市口腔医学重点实验室主任、中华口腔医学会名誉会长。曾任上海交通大学医学院附属第九人民医院院长。     擅长口腔颌面部与头颈部肿瘤的诊治，尤其是口腔颌面部晚期恶性肿瘤侵犯颅底的颅颌面联合切除术、侵犯颈动脉的颈动脉移植术以及口腔颌面头颈部大型血管畸形的诊断和手术治疗。以第一完成人获得国家科学技术进步二等奖2项、教育部提名国家科学技术奖自然科学奖二等奖1项，上海市科技进步一等奖2项等，被卫生部评为“卫生部有突出贡献的中青年专家”。曾获何梁何利科学技术进步奖、全国优秀科技工作者。     2015年当选中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/47860801.html,张志愿
医药卫生学部,1901,"    张运（1952.09.28- ）心血管疾病专家。山东济南人。1985年毕业于挪威奥斯陆大学，获博士学位。现任现任山东大学校务委员会副主任、山东大学学术委员会副主任、山东大学齐鲁医学部学术委员会主任、教育部和卫生部心血管重构与功能研究重点实验室主任、山东省心血管病临床医学中心主任、山东大学齐鲁医院心内科主任。曾任山东大学副校长。     主要研究方向是动脉粥样硬化，承担国家“863”重大项目课题、国家“973”项目课题、国家“十一五”、“十二五”科技支撑计划、国家自然科学基金创新研究群体科学基金、国家自然科学基金重点项目等30余项国家和省部级科研课题，迄今发表SCI收录论文380余篇，部分论文发表在N Engl J Med, Lancet, JAMA, Nat Med, Pharmacol Rev, Cell Metab, JACC, Eur Heart J, PNAS， Gastroenterol，Nat Rev Cardiol等国际高水平的杂志。主编专著13部，参编专著33部。发表论著被国内外文献引用6000余次，2014，2015和2016年连续三次入选国际爱思维尔出版社评选的 “中国高被引学者”。获国家级科技进步奖二等奖1项、三等奖3项，何梁何利基金科学与技术进步奖1项、山东省科学技术最高奖1项、省部级科技进步奖一等奖6项，山东省十大成果奖1项，省部级科技进步奖二等奖25项、三等奖14项。兼任亚太超声心动图学会副主席、教育部科学技术委员会和生物与医学学部委员、教育部科技奖励委员会委员、中华医学会超声医学分会前任主任委员、中华医学会心血管病学分会副主任委员等学术团体职务、担任Nature Review Cardiology、J Am Coll Cardiol、JACC Cardiovascular Imaging等5种SCI收录杂志的国际编委、《中华超声影像学杂志》总编辑、《中华心血管病杂志》副总编辑等国内20多个杂志的编委工作。他多次代表中国赴美国、日本、加拿大等国家主持国际会议并发表讲座，多次应邀赴香港中文大学讲学，在国际学术界具有重要影响。获得美国心脏病学院“国际交流奖”、亚太心脏协会“学术领袖奖”、国家级有突出贡献的中青年专家、国家“百千万人才工程” 首批第一、二层次入选者、全国有突出贡献的回国留学人员、全国卫生系统先进工作者、首届中国医师奖、全国首届中青年医学科技之星等荣誉奖励20余项。     2001年当选中国工程院院士。 ",http://www.cae.cn/cae/html/main/colys/56558963.html,张运
