XB,evaluate_time,introduce,link,name
信息技术科学部,1901,光学专家。北京大学长江特聘教授。1964年8月15日出生于福建省莆田市，籍贯福建莆田。1983年和1989年分别获得北京大学学士学位和博士学位（中英联合培养）。现任北京大学人工微结构和介观物理国家重点实验室主任。    长期从事非线性光学前沿与时空小尺度光学研究。提出通过电荷快速转移获得超快响应和大系数的三阶非线性光学材料的新方法，实现了高性能超快低阈值全光开关；开拓飞秒/纳米时空高分辨光学测量，实现纳微结构超快光调控及电子态的人工调控。曾获国家自然科学奖二等奖和北京市科学技术奖一等奖等奖励。,http://www.casad.cas.cn:80/aca/371/xxjskxb-201312-t20131219_4002031.html,龚旗煌
信息技术科学部,2005,半导体物理和器件专家。华东师范大学教授。1945年生于江苏宜兴。1966年毕业于上海师范学院物理系，1981年和1984年先后获中国科学院上海技术物理研究所硕士、博士学位。曾任红外物理国家重点实验室主任。2005年当选为中国科学院院士。　　长期从事红外光电子材料和器件的研究，开展了用于红外探测器的窄禁带半导体碲镉汞（HgCdTe）和铁电薄膜的材料物理和器件研究。提出了HgCdTe的禁带宽度等关系式，被国际上称为CXT公式，广泛引用并认为与实验结果最符合建立了研究窄禁带半导体MIS器件结构二维电子气子能带结构的理论模型发现HgCdTe的基本光电跃迁特性，确定了材料器件的光电判别依据开展铁电薄膜材料物理和非制冷红外探测器研究，研制成功PZT和BST铁电薄膜非制冷红外探测器并实现了热成像。,http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807824.html,褚君浩
信息技术科学部,1991,"通信与电子系统专家。1933年10月10日生于浙江宁波。1955年毕业于上海交通大学电讯系。1961年获苏联莫斯科电讯工程学院副博士学位。1994年选聘为中国工程院院士。北京邮电大学教授、程控交换技术与通信网国家重点实验室学术委员会主任。1991年当选为中国科学院院士（学部委员）。
　　60年代是有线600／1200波特及无线600波特数据传输设备的主要研制者之一。参加“DS－2000程控数字电话交换机”研制，建立了程控交换机诊断的基本理论，提出了数字交换网络的理论模型与测试诊断算法。承担“DS－30程控数字电话交换机”及“程控交换软件单元测试系统”等数项“七·五”攻关项目，提出了程控软件测试与维护新的方法与观点。90年代开始从事网络智能化的研究，主持研制我国第一套智能网系统，实现了该系统的产业化，并在我国通信网中得到实际应用。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807830.html,陈俊亮
信息技术科学部,1993,"计算机软件专家。1936年3月4日生于云南昆明。1956年毕业于吉林大学数学系。中国科学院软件研究所研究员。1993年当选中国科学院院士（学部委员）。
　　从50年代后期起从事计算机软件的研究开发。60年代初、中期，主持和作为主力研制出我国最早的实用高级程序语言BCY和有关计算机上的编译器，其后的工作包括形式语言理论、编译技术。1979年提出用计算机设计高质量汉字字形的参量图形学方法，解决了有关的实现技术。80年代中期以来，研究软件复用技术。90年代以来，研究形式规约的获取与复用，提出基于复用的文法推断方法，和提出一种新的递归函数理论：上下文无关语言上的递归函数CFRF。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807820.html,董韫美
信息技术科学部,1999,"半导体器件及微电子学专家。原籍浙江浦江，1931年1月28日生于上海。1952年毕业于同济大学电机系。电子科技大学教授。1999年当选为中国科学院院士。
　　五十年代末，对漂移晶体管的存贮时间问题在国际上最早作了系统的理论分析。提出新的电荷法基本方程、不均匀介质中镜象电荷方程等。八十年代以来，从事半导体电力电子器件的理论与结构创新方面的研究。从理论上解决了提高p-n结耐压的平面及非平面工艺的终端技术问题，作出了一些迄今唯一的理论分析解。在解决MOS功率管中降低导通电阻与提高耐压之间的矛盾问题上作出了系列重要贡献。发明了耐压层的三种新结构，提高了功率器件的综合性能优值，其中横向耐压层新结构在制备工艺上与常规CMOS和BiCMOS工艺兼容，有利于发展耐高压的功率集成电路。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807828.html,陈星弼
信息技术科学部,1991,"戴汝为，云南昆明人，1951年考入清华大学，1955年毕业于北京大学，分配到中国科学院力学研究所工作，师从著名科学家钱学森，后到中国科学院自动化研究所工作至今。1980年作为国家首批派出赴美访问学者师从著名模式识别大师傅京孙（K.S.FU）教授；1991年当选中国科学院院士。现任中国科学院自动化研究所学术委员会主任、学位委员会主任、中国自动化学会理事长、国际自控联委员；曾任中国科学院学部主席团成员、信息技术科学部副主任、道德委员会委员。长期从事自动控制、系统科学、思维科学、模式识别、人工智能等方面研究工作；1956年将钱学森教授1954年在美国出版的经典著作《Engineering Cybernetics》译成中文《工程控制论》（1958年出版）。
    20世纪70年代初，将“模式识别”引入中国，提出语义—句法模式识别，成为“汉王”核心技术的理论基础，获国家科学技术一等奖；90年代初，通过人工智能的途径，在钱学森先生的直接指导下，跨入对“开放的复杂巨系统及其方法论”、“以人为主、人-机结合，从定性到定量的综合集成研讨厅”等领域的研究，在某些前沿领域进行交叉学科的整合，在我国经济、军事及社会发展领域重大问题决策中，正在发挥着重要作用。
近年来先后出版了《语义—句法模式识别及其应用》、《智能系统的综合集成》、《人-机共创的智慧》、《汉字识别的系统与集成》、《论信息空间的大成智慧》、《社会智能科学》、《系统学与中医药创新发展》、《社会智能与综合集成系统》等专著；发表学术论文200余篇；已培养博士、硕士百余名。现任《模式识别与人工智能》、《复杂系统与复杂性科学》学术杂志主编，兼任清华大学，北京师范大学等多所大学教授及名誉教授。
    1991年  中科院自然科学一等奖
    1999年《智能自动化丛书》(主编共6册)获国家图书奖。
    2001年 获 国家科技进步一等奖。
    2002年 获“何梁何利”科技进步奖。
    2010年 获 中国模式识别科技终身成就奖。
    2012年获 中国科学院自动化研究所杰出贡献奖。
    2012年获 “西蒙SIMON”国际信息技术与决策杰出贡献奖。控制论与人工智能专家。1932年12月31日生于云南昆明。1955年毕业于北京大学数学力学系。中国科学院自动化研究所研究员。1991当选为中国科学院院士（学部委员）。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807822.html,戴汝为
信息技术科学部,1999,"应用光学专家。1927年5月6日生于湖南湘乡。1950年毕业于湖南大学物理系。中国科学院长春光学精密机械与物理研究所研究员。1999年当选为中国科学院院士。
　　五、六十年代，在物理测量方面做过多项国内急需的开创性工作。在我国第一次核爆光辐射威力测试中，创造性地提出测量方案及辐射传感、模拟、标定系统。研制的几种光冲量计，在第一次及以后历次大气层核试验中得到成功应用。八、九十年代，研究真空紫外椚鞽射线光学技术。主持研制了光谱光源、标准探测器、光谱仪器、正入射软X射线成像元件和系统。建立了短波光学研究的技术基础。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807826.html,陈星旦
信息技术科学部,1993,"自动控制理论专家。原籍浙江绍兴，1937年2月10日生于杭州。1961年毕业于列宁格勒大学数学力学系。中国科学院系统科学研究所研究员。1993年当选为中国科学院院士。
　　60－70年代研究随机系统的能观性、不用初值的状态估计，给出最优随机奇异控制。80年代起研究系统辨识、适应控制和随机逼近。在辨识方面，给出常用辨识算法的收敛速度、估出闭环控制系统的参数。在适应控制方面，用扰动方法，使参数估计趋于真值，同时使性能指标接近或达到最优。在随机逼近方面，提出变界截尾算法，引进确定性的直接分析方法，去掉了对回归函数的限制性条件，对噪声要求降到最低，使随机逼近应用范围大为拓广，成功地用到随机适应镇定控制、大范围优化、离散事件动态系统等领域。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807832.html,陈翰馥
信息技术科学部,2003,并行算法、高性能计算专家。1938年6月3日生于安徽颍上。1961年毕业于西安交通大学计算机专业。现任深圳大学教授。2003年当选为中国科学院院士。　　主要从事并行算法，高性能计算及其应用等研究。在非数值并行算法研究方面，取得了一些国际同期最好的成果，包括分组选择网络、递归选择网络、Benes网络选路算法、VLSI平面嵌入算法、网络最大流算法、装箱算法的平均性能分析等。在高性能计算及其应用研究方面，提出了“并行算法—并行机结构—并行编程”一体化的研究方法，开发了自主版权的国产曙光并行机“用户开发环境”商用软件。研制了安徽省防灾减灾决策支持系统与淮河流域防洪防污调度系统，在实际应用中产生了显著的社会和经济效益。,http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807834.html,陈国良
地学部,2010,古生物学家 1965年1月19日出生于江苏扬州。1986年毕业于南京大学。1999年获美国堪萨斯大学博士学位。2010年当选美国国家科学院外籍院士，2011年当选中国科学院院士。中国科学院古脊椎动物与古人类研究所研究员、所长。主要从事古鸟类研究。研究发表了20多种早白垩世发现的新的鸟类化石，在早期鸟类的系统发育和分类、分异辐射、飞行演化、功能形态、胚胎发育、繁殖行为和生态习性等方面取得了若干发现和成果，有力推动了我国在中生代鸟类研究领域的工作。此外，还在热河生物群的综合研究等方面有较大贡献。2003年获首届中科院杰出科学成就奖，2000年、2007年获国家自然科学二等奖。曾任国际古生物学会副主席。,http://www.casad.cas.cn:80/aca/371/dxb-201112-t20111213_3412389.html,周忠和
信息技术科学部,2009,导航制导与控制专家。中国航天科工集团第二研究院研究员。1937年1月生于上海，籍贯江苏镇江。1963年毕业于清华大学无线电系。现任中国航天科工集团公司科技委顾问、二院科技委顾问。曾任中国航天科工集团公司科技委副主任、二院院长、二院科技委主任。2009年当选中国科学院院士。    长期从事高精度无人飞行器技术、高精度探测与制导技术和仿真技术研究工作，先后主持或参与多个国家重点科研项目，取得了多项国家重大工程技术成果。曾获国家科技进步奖特等奖3项、2008年何梁何利科学与技术进步奖。2002年被授予国家杰出专业人才荣誉称号。,http://www.casad.cas.cn:80/aca/371/xxjskxb-200912-t20091203_2681396.html,陈定昌
信息技术科学部,2005,制导与控制专家。中国航天科技集团公司科技委主任。1960年生于黑龙江哈尔滨。1982年8月毕业于西北电讯工程学院电子工程系信息处理专业。现任国家某两个重点工程总设计师，兼任总装备部精确制导专业组副组长和《计算机工程与设计》编辑委员会委员。2005年当选为中国科学院院士。　　作为我国航天运载器总体及控制系统领域的学术带头人，他将理论知识和实践工作相结合，为我国国防现代化建设解决了一系列技术难题，是国防科技工业有突出贡献中青年专家。,http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807840.html,包为民
信息技术科学部,1991,"电子学家。1927年12月1日生于江苏南通。1953年毕业于解放军通信工程学院。西安电子科技大学教授。1991年当选为中国科学院院士（学部委员）。
　　长期从事雷达与信号处理方面的理论研究和工程实践。60年代初主持研制成国内第一台微波气象雷达。70年代初发明用以测定埋地电力电缆故障的“冲击闪络法”，解决了供电部门的一大难题。70年代中期以来，在数字信号处理、统计信号处理、阵列信号处理和自适应信号处理等多方面进行了系统、深入的研究。先后研制出0.5μs和0.2μs的雷达动目标显示器、雷达天线自适应旁瓣相消器、雷达动目标检测器、可编程动目标检测器等，并推广应用于有关厂、所和部队，配置于多种雷达。致力于空间信号超分辨、雷达成像和时空二维信号处理等方面的研究，提出了较为系统、完整的概念和方法。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807838.html,保铮
地学部,2017,石油天然气地质学家。1963年9月生于重庆。1987年毕业于西南石油学院，2004年获中国石油勘探开发研究院博士学位。2017年当选为中国科学院院士。主持建立国家能源致密油气研发中心并任首任主任，现任国家能源页岩气研发（实验）中心主任、中国石油勘探开发研究院副院长。长期从事常规-非常规油气地质科研与勘探工作，创建了非常规油气地质学理论，第一个发现北美以外更古老的页岩气层系和具工业价值的纳米孔隙，揭示非常规油气“连续型”聚集规律，首创“人工油气藏”开发概念，提出常规-非常规油气“有序聚集、协同发展”理念。论证了岩性地层油气成藏机理，建立湖盆中心砂质碎屑流等沉积模式。阐明了古老碳酸盐岩大气田形成分布规律，构建“四古”成藏模式，推动了我国油气勘探战略转变与重大发现。出版《非常规油气地质学》中英文专著教材。曾获国家科技进步奖一等奖、二等奖，李四光地质科学奖。,http://www.casad.cas.cn:80/aca/371/dxb-201711-t20171129_4625080.html,邹才能
地学部,2003,地球物理学家 1955年8月18日生于山西大同。1978年毕业于山西大学物理系。1984年获中国科学院地球物理研究所硕士学位，1989年获中国科学院地质研究所博士学位。2003年当选为中国科学院院士。2005年当选第三世界科学院院士。 曾任中国科学院地质与地球物理研究所所长。    长期从事地球物理学基础理论和实验研究。在极性转换期间地磁场形态学、地质时期地磁场古强度与地球深部过程的相关性以及沉积盆地古地磁定年等领域取得了系统性成果。主持创建了集成岩石磁学、古地磁学和地磁场古强度研究的综合实验室，开拓了新的实验技术和方法，该实验室已成为岩石磁学与古地磁学领域国内外研究中心之一，提升了我国该研究领域在国际上的地位和影响。代表作有Earliest presence of humans in northeast Asia和Evidence for weak geomagnetic field intensity prior to the Cretaceous normal superchron。1996年获中国科学院自然科学奖一等奖。,http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804111.html,朱日祥
信息技术科学部,2001,"空间红外遥感技术专家。1941年12月17日生于福建南安。1967年毕业于西安交通大学无线电工程系。中国科学院上海技术物理研究所研究员。2001年当选为中国科学院院士。
　　长期从事光电技术研究，主持并研制成功风云二号气象卫星的核心探测仪器－多通道扫描辐射计（MCSR）。设计并实现了采用望远镜折镜步进扫描，通过R－C光学系统视场分离，实现可见光、红外和水汽三波段同时探测的总体技术方案。主持突破了大孔径（Ф410mm）轻量化的空间光学系统、高精度（角秒级）空间扫描机构、地球同步轨道辐射致冷器技术等难题。在光电技术的研究中，密切结合工业上的应用，在热轧圆钢光电在线检测的问题上，提出并实现了用两个相互垂直探测器实时测定目标坐标的新发法，现已在多个钢厂推广使用。",http://www.casad.cas.cn:80/aca/371/xxjskxb-200906-t20090624_1807836.html,陈桂林
地学部,1995,"古植物学家 1933年1月11日生于上海，籍贯浙江海宁。1954年毕业于南京大学地质系。1961年中国科学院南京地质古生物研究所研究生毕业。1995年当选为中国科学院院士。中国科学院南京地质古生物研究所研究员。
　　早年参加“中国各纪地层”与“中国各门类化石”综合性论著的编写，主持东北、中南等地中生代含煤地层及古生物群的综合研究。首次系统研究我国南方早侏罗世早期植物群阐明满江红大孢子壁超微结构的方向性及其潜在分类意义研究最古老的银杏和罗汉松科植物并系统总结我国掌鳞杉科化石参与南极乔治王岛、菲尔德斯半岛晚白垩世及早第三纪真蕨类和松柏类研究。关于中生代银杏目化石的系统研究被誉为在该领域具有里程碑意义的工作。代表作有《中国中生代陆相地层》、《中生代银杏目植物的系统发育和进化趋向》、《化石和现生银杏科植物大孢子膜比较超微结构》。 1994年获中国科学院自然科学奖一等奖。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804116.html,周志炎
地学部,1991,大气物理学家 1932年9月24日生于江苏丹阳。1962年苏联科学院应用地球物理研究所研究生毕业，获数理副博士学位。1991年当选为中国科学院学部委员(院士)。 中国气象科学研究院名誉院长、研究员。曾任中国科学院大气物理研究所副所长、中国气象科学研究院院长、国家自然科学基金委员会地球科学部主任。主要从事大气物理、大气遥感和大气环境研究。20世纪60年代系统地建立了暖云降水起伏理论。率先开展中国大气电学研究。系统地开展了大气光学与微波遥感理论与实验观测研究，领导研制成中国第一台气象激光雷达和UHF多普勒测风雷达，建成京津冀灾害性天气监测、超短期预报系统以及强风暴实验室。在区域气候与环境变化研究中取得重要成果。代表作有《暖云降水微物理机制的研究》、《大气微波辐射及遥感原理》和《长江三角洲低层大气与生态相互作用研究》。,http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804119.html,周秀骥
地学部,2009,地球化学家 1959年10月14日生于安徽长丰。1982年毕业于南京大学。1991年获德国哥廷根大学自然科学博士学位。2009年当选中国科学院院士。中国科学技术大学教授。　　主要从事同位素地球化学与化学地球动力学研究。在造山带变质过程同位素地球化学示踪、矿物同位素分馏系数理论计算和实验测定、同位素体系理论模式及其地球化学应用等方面取得了系统的重要成果。首创应用增量方法对固体矿物的氧同位素分馏系数进行定量理论计算，首次将超高压变质岩地球化学异常与大陆俯冲带变质化学动力学相结合，成功地将稳定同位素示踪拓展到化学地球动力学这一科学前沿领域。2004年获国家自然科学奖二等奖，2005年当选美国矿物学会会士，2008年获何梁何利科技进步奖，2009年获长江学者成就奖，2011年当选第三世界科学院院士。,http://www.casad.cas.cn:80/aca/371/dxb-200912-t20091203_2681382.html,郑永飞
地学部,2009,第四纪地质学家 女，1953年3月23日生于贵州贵阳，1976年毕业于贵州大学，1995年在西北大学地质系获博士学位，2009年当选为中国科学院院士。2010年当选为发展中国家科学院院士。2016年当选美国地球物理联合会（AGU）会士。中国科学院地球环境研究所研究员，政协陕西省第十届、十一届委员会副主席，曾任中国科学院地球环境研究所所长。主要从事全球变化、第四纪地质及宇宙成因核素在地球环境科学中的应用研究。在古气候突变事件、10B环境示踪和14C年代学领域取得系统创新成果。首先报道了东亚季风新仙女木突变事件的可靠地质证据，及其寒冷和降水增加的特点以及高低纬气候相互作用的动力学机制，为气候趋势预测提供了历史相似型。创造性地利用黄土10Be定量重建地磁场强度和季风降水变化，为解决中国黄土10Be示踪环境的难题做出关键贡献。创建了大样品－小样品－微量样品14C测年方法序列，解决了当时考古和地质小样品测年难题。近年来主持建成具有国际先进水平的西安加速器质谱中心，为地球环境研究提供了平台。曾获全国首届百篇优秀博士学位论文，基金委杰出青年基金，国家自然科学二等奖、三等奖，全国三八红旗手、中国科学院首届十佳女杰、中国科学院先进工作者、中国科学院首届优秀女科学家等。,http://www.casad.cas.cn:80/aca/371/dxb-200912-t20091203_2681377.html,周卫健
地学部,1999,自然地理学家 1936年8月26日生于广东揭西，籍贯广东大埔。1958年毕业于中山大学地理系。1999年当选为中国科学院院士。中国科学院地理科学与资源研究所研究员。　建立了珠穆朗玛峰地区垂直带主要类型的分布图式划分了青藏高原的垂直自然带为季风性和大陆性两类带谱系统，构建其结构类型组的分布模式，揭示其分异规律建立了横断山区干旱河谷的综合分类系统，证实并确认高原寒冷干旱的核心区域阐明了高海拔区域自然地域分异的三维地带性规律，建立适用于山地与高原的自然区划原则和方法，拟订的青藏高原自然地域系统方案得到广泛的应用。代表作有《珠穆朗玛峰地区的自然分带》、《青藏高原自然环境的演化与分异》、《青藏高原自然地域系统研究》、《青藏高原形成演化与发展》和《喀喇昆仑山－昆仑山地区自然地理》等。1987年获国家自然科学奖一等奖。,http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804127.html,郑度
地学部,1991,"土壤地理学家 1930年2月25日生于湖北武汉。1953年毕业于华中农学院。1991年当选为中国科学院学部委员(院士)。中国科学院南京土壤研究所研究员。曾任南京土壤研究所所长、中国土壤学会理事长。
　　长期从事我国及世界土壤地理与土壤资源研究。在热带土壤发生研究中，首次明确提出中国红壤具有古风化过程及现代红壤化过程两种对立统一的特征。指出运用红壤渗透水组成、游离铁等作为红壤化过程指标的重要性，对红壤的发生研究与定量分类提出了新的途径。总结了以橡胶为主的热带作物开发利用与红壤分布及土壤性质的相互关系，首次提出以热量条件、土壤性质为标准的热带作物利用等级的评价方案。提出土壤圈物质循环的基本原理、土壤分区整治、退化土壤改良以及土壤生态与环境评价的多种规划与开发方案。代表作有《江西红壤》和《红壤物质循环与调控》。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804130.html,赵其国
地学部,2001,"构造地质学家 1933年8月生于山东青岛，籍贯江苏无锡。1954年毕业于北京地质学院。1963年获苏联列宁格勒矿业学院副博士学位。2001年当选为中国科学院院士。中国科学院地质与地球物理研究所研究员。
　　致力于不同尺度构造研究的结合，深部构造与浅部构造、深部物质运动对地壳演化关系的研究。阐明了全球古特提斯发育最好地域(我国西南)的古板块演化规律。对新生代印度与亚洲大陆碰撞前缘变形的三维调节形式和多阶段运动过程的研究，为青藏高原及其周缘新生代地质构造格局和环境演变建立了时空框架。运用中、小、微构造结合，研究矿田构造、断裂和褶皱形成的历史分析和力学分析，提出深层不均一控制浅层构造的形成，进一步发展断块构造理论。代表作有《滇川西部古特提斯造山带》、《中国大地构造纲要》和《中国大地构造图1∶4000000》。 1982年、2001年两次获国家自然科学奖二等奖。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804123.html,钟大赉
地学部,2013,地图学与地理信息系统学家 1964年8月18日出生于江苏省海安市，籍贯江苏海安。1984年毕业于南京大学，1987年和1992年在中国科学院地理研究所先后获硕士和博士学位。2013年当选为中国科学院院士。中国科学院地理科学与资源研究所研究员。长期从事遥感与地理信息系统及其与地理科学的交叉研究。建立了“定位、定性、定量”相统一的地貌实体遥感定量解析模型和基于“六库”的数字地貌制图技术方法，解决了地貌特征精确识别的科学难题；建立了面向椭球空间的全球离散地理格网模型和多维动态海洋现象表达的时空场数据模型，发展了海洋渔业资源分析与渔场预报等应用模型，开拓了我国“海洋渔业地理信息系统”研究新领域；建立了以遥感影像认知模型和“像元－基元－目标”综合计算模式为核心的遥感地学理解与分析计算的方法，发展了系列遥感专题信息提取模型。曾获国家科技进步奖二等奖等奖项。,http://www.casad.cas.cn:80/aca/371/dxb-201312-t20131219_4002022.html,周成虎
地学部,1993,数学地质、矿产普查勘探学家 满族，1931年5月25日生于沈阳，籍贯辽宁清原。1952年毕业于北京大学地质系。1958年获苏联莫斯科地质勘探学院副博士学位。1993年当选为中国科学院院士。1995年当选为俄罗斯自然科学院外籍院士及国际高等学校科学院院士。中国地质大学教授。曾任中国地质大学校长。　　系统研究了矿产勘查中数学模型的应用。建立了矿产资源定量预测理论及方法体系。在对宁芜、个旧、铜陵及新疆等地区不同比例尺找矿统计预测方面，取得了明显效益并建立了“矿床统计预测”新学科。1978年在我国率先开设“数学地质”和“矿床统计预测”等课程。代表作有《矿床统计预测》、《地质异常成矿预测理论与实践》、《非传统矿产资源概论》和《定量地学方法及应用》等。 由于“在数学地质领域作为研究者、教育者及带头人的长期经历和突出贡献”，获1992年国际数学地质协会最高奖——克伦宾奖章。,http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804134.html,赵鹏大
地学部,2015,地震动力学家 1955年12月23日出生于河南省淮滨县。1979年毕业于长春地质学院，1982年在中国科技大学研究生院获硕士学位，1987年在美国麻省理工学院获博士学位，1987-1991在美国内华达大学从事博士后研究。2015年当选为中国科学院院士。中山大学教授，中国地震局地质研究所研究员。曾任中国地震局地质研究所所长。主要通过构造变形研究大陆动力过程和强震活动习性。通过对十年尺度GPS资料的分析，揭示了青藏高原内部拉张剪切、周边挤压缩短的现今应变状态，提出了中国大陆刚性地块运动与非刚性连续变形相耦合的动力学模型。通过对百万年尺度新生代构造的研究，获得了青藏高原周边低速率、分散式变形的实际证据，发现了晚新生代准同期、分布广泛、影响深远的构造事件，提出了全球气候冰期－间冰期大幅度波动是导致2-4百万年沉积速率增加的新观点。通过野外科学考察和室内深入研究，提出了汶川地震长复发周期与缓震间变形的孕育特征、高角度铲形逆冲的破裂模型和多单元组合的成因模式等一系列新认识。三次获国家科技进步奖二等奖，2005年获李四光地质科学奖。,http://www.casad.cas.cn:80/aca/371/dxb-201312-t20131219_4002025.html,张培震
地学部,1991,"古脊椎动物学家 1936年4月17日生于江苏南京，籍贯浙江嵊县。1960年毕业于苏联莫斯科大学地质系。1982年获瑞典斯德哥尔摩大学博士学位。1991年当选为中国科学院学部委员(院士)。中国科学院古脊椎动物与古人类研究所研究员。曾任中国科学院古脊椎动物与古人类研究所所长、国际古生物学会主席。
　　从事比较形态学、古鱼类学、中－新生代地层、古地理学、古生态学及生物进化论研究。对泥盆纪总鳍鱼类、肺鱼和陆生脊椎动物间关系研究的结果，对传统看法提出了疑问，受到国际同行的重视。在中新生代含油地层鱼化石研究中，探明了这一地质时期东亚鱼类区系演替规律，为探讨东亚真骨鱼类起源、演化和动物地理学提供了化石证据，提出对中国东部油田地层时代及沉积环境的看法，在学术上和实际应用上都有一定的价值。1995年获国家自然科学奖二等奖。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804149.html,张弥曼
地学部,1991,"大气科学和遥感学家 1929年4月16日生于辽宁辽中。1952年毕业于清华大学气象系。1991年当选为中国科学院学部委员(院士)。北京大学物理学院大气科学系教授。
　　进行了人类首次乘气球入云测量云中电荷。研制多频微波辐射计系列，建成大气遥感站，用以监测天气变化研制雷达与微波辐射计测雨系统，提高了测雨精度建立微波遥感地物实验室，研究遥感水面油污和土壤湿度，用于环境遥感。建立光学遥感气溶胶和二氧化氮的新方法，利用卫星遥感得出东亚大气尘暴的分布和总量。建成低空大气遥感系统在海洋进行观测，受到国际上的重视。建立卫星遥感海洋大气新的反演方法，在实践中取得效益。在世界气候研究计划(WCRP)中，研究云辐射对气候的影响和在气候变化中能量与水分循环的作用。1987年获国家科技进步奖一等奖。代表作有《微波遥感大气特性及天气变化》和《大气探测原理》等。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804138.html,赵柏林
地学部,2007,化学海洋学与海洋生物地球化学家 1957年10月10日生于内蒙古自治区。1982年在南京大学获学士学位， 1985年山东海洋学院获硕士学位，1988于法国皮耶尔·玛丽居里大学（即：Paris 6）获博士学位。2007年当选为中国科学院院士。华东师范大学教授。主要教学和研究工作集中在对河口、陆架和边缘海的生物地球化学过程的探索方面。其中包括：在陆-海相互作用框架下痕量元素与生源要素的循环与再生，不同界面附近物质的迁移和转化机制；化学物质通过大气向边缘海的输送通量和时、空变化，气源物质与近海初级生产过程之间的内在联系；发展边缘海的生源要素与痕量元素的收支模式，深入地分析海洋生物地球化学过程的内在变化特点对外部驱动的响应。,http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804152.html,张经
地学部,1999,"矿床学与区域成矿学家 1930年2月6日生于河北文安。1952年毕业于北京大学地质系。1957年长春地质学院研究生毕业。1999年当选为中国科学院院士。 中国地质大学教授。曾任中国地质大学(北京)校长。
　　较早开展矿田构造研究，提出成矿接触带构造体系和多种矿床的构造－矿化模式，主编我国第一部矿田构造学专著，建立矿田构造学科体系框架。再造了河北大庙斜长岩和铁矿的成岩成矿过程阐明鄂东富铁矿床成因，发现新的铁矿类型。提出区域成矿系统及演化论，主笔我国第一部综合性区域成矿学专著。代表作有《长江中下游铁铜(金)成矿规律》、《矿田构造学》、《区域成矿学》和《古陆边缘成矿系统》。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804163.html,翟裕生
地学部,2017,岩石地球化学家。西北大学教授。1962年8月出生于陕西省山阳县，籍贯陕西山阳。1985年毕业于西北大学，1988年在中国地质大学（北京）获硕士学位，1998年在伦敦大学获博士学位。2017年当选为中国科学院院士。主要从事大陆岩石圈地幔地球化学研究。在地幔地球化学基础理论和技术方法探索等前沿科学领域做出了重要创新性贡献。提出橄榄岩-熔体相互作用不仅造成岩石圈地幔组成和属性发生了根本性转变，而且最终导致了华北克拉通破坏的新观点，并证明其具有全球普适性。开拓了非传统稳定同位素（Li-Fe-Mg）在地幔地球化学中的研究方法，揭示了地幔组成转变过程中熔体的性质和来源，拓展了地幔地球化学研究领域。曾获国家自然科学奖二等奖、中国科学院杰出科技成就奖。,http://www.casad.cas.cn:80/aca/371/dxb-201711-t20171129_4625077.html,张宏福
地学部,1999,"构造地质、前寒武纪地质学家 1939年1月1日生于河南南阳。1961年毕业于西北大学。1999年当选为中国科学院院士。西北大学造山带地质研究所所长、教授。
　　主要从事构造地质与前寒武纪地质研究。提出秦岭造山带不同发展阶段不同构造体制的形成演化、三板块二缝合带及其从点、线接触到全面碰撞的造山细节过程、壳幔非耦合三维结构与造山动力学特征、盆山转换耦合关系等观点。长期研究华北地块南部早期地壳形成与演化，总结出复杂深变质变形小型绿岩系和早期两类构造单元复合演化的独特特征。进行秦岭等中央造山系与国内外主要代表性造山带的综合对比研究，提出中国大陆与造山带的多块体中小洋陆板块构造体制与动力学特征。代表作有Composition and Evolution of the Archaean Crust in Central Henan,China和《秦岭造山带与大陆动力学》等。1999年获国家自然科学奖二等奖。",http://www.casad.cas.cn:80/aca/371/dxb-200906-t20090624_1804156.html,张国伟
